uuid,Void/Retire,Fully specified name:es,Short name:es,Fully specified name:en,Short name:en,Description:en,Data class,Data type,Answers,Mappings|SAME-AS|PIH|Name,Mappings|SAME-AS|PIH|Number,Mappings|SAME-AS|CIEL,Mappings|SAME-AS|AMPATH,Mappings|NARROWER-THAN|AMPATH,Mappings|SAME-AS|ICD-10-WHO,Mappings|NARROWER-THAN|ICD-10-WHO,Mappings|BROADER-THAN|ICD-10-WHO,Mappings|NARROWER-THAN|ICD-10-WHO 2nd,Mappings|SAME-AS|ICD-11-WHO,Mappings|SAME-AS|Liberia MoH,Mappings|NARROWER-THAN|Liberia MoH,Mappings|SAME-AS|org.openmrs.module.emrapi,Mappings|SAME-AS|PIH Malawi,Mappings|SAME-AS|SNOMED CT,Mappings|NARROWER-THAN|SNOMED CT,_order:90
112783AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Esguince o desgarro muscular de tobillo,,Ankle sprain or strain,,Harm or hurt to the ankle or ankle joint usually inflicted by an external source.,Diagnosis,N/A,,,9548,112783,,,,S93.4,,,,,,,,44465007,,
118510AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,esofagitis,,Esophagitis,,"Inflammation, acute or chronic, of the esophagus caused by bacteria, chemicals, or trauma.",Diagnosis,N/A,,,11155,118510,1476,,K20,,,,,,,,,16761005,,
125943AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,estado epiléptico,,Status Epilepticus,,"A prolonged seizure or seizures repeated frequently enough to prevent recovery between episodes occurring over a period of 20-30 minutes. The most common subtype is generalized tonic-clonic status epilepticus, a potentially fatal condition associated with neuronal injury and respiratory and metabolic dysfunction. Nonconvulsive forms include petit mal status and complex partial status, which may manifest as behavioral disturbances. Simple partial status epilepticus consists of persistent motor, sensory, or autonomic seizures that do not impair cognition (see also EPILEPSIA PARTIALIS CONTINUA). Subclinical status epilepticus generally refers to seizures occurring in an unresponsive or comatose individual in the absence of overt signs of seizure activity. (From N Engl J Med 1998 Apr 2;338(14):970-6; Neurologia 1997 Dec;12 Suppl 6:25-30)",Diagnosis,N/A,,Status Epilepticus,7606,125943,,,,G41.9,,,,,49 (Epilepsy),,,230456007,,
143749AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Estenósis pilórica congénita,,Congenital Pyloric Stenosis,,,Diagnosis,N/A,,,8287,143749,,,,Q40.0,,,,,,,,204671009,,
3cebb5fe-26fe-102b-80cb-0017a47871b2,,Estomatitis candidiasica,,"Candidiasis, oral",,Fungal infection of the mouth.  Also the WHO Stage 3 Condition - Oral Candidiasis (Thrush).,Diagnosis,N/A,,"CANDIDIASIS, ORAL",5334,5334,,,,B37.0,,,,,,,,79740000,,
3ce8cd76-26fe-102b-80cb-0017a47871b2,,Estomatitis relacionada con VIH,,HIV staging - HSV stomatitis,,"Inflammation of the oral mucosa, due to local or systemic factors, which may involve the buccal and labial mucosa, palate, tongue, floor of the mouth, and the gingivae. (Dorland, 27th ed)",Diagnosis,N/A,,HIV STAGING - HSV STOMATITIS,5020,125860,,,,,K12.1,,,,,,,61170000,,
3cdc6504-26fe-102b-80cb-0017a47871b2,,Estreñimiento,,Constipation,,Abnormally delayed or infrequent passage of dry hardened feces.,Diagnosis,N/A,,CONSTIPATION,1628,996,,,K59.0,,,,,,,,,,,
3ccc49bc-26fe-102b-80cb-0017a47871b2,,Exacerbación asmática,,Asthma exacerbation,,"An abrupt and/or progressive worsening of symptoms of shortness of breath, wheezing, chest tightness, or some combination of these with associated respiratory distress.",Diagnosis,N/A,,ASTHMA EXACERBATION,4,,,,J45.9,,,,,,,,,281239006,,
b4a21c47-82a8-4dcd-9465-5bbc9245797a,,Exacerbación de falla cardiaca,,Congestive heart failure exacerbation,,,Diagnosis,N/A,,,9444,162212,,,,I50.9,,,,,32 (Heart disease),,,96311000119109,,
3cd4734e-26fe-102b-80cb-0017a47871b2,,Exposición a VIH,,Exposure to HIV,,Describes that a person was exposed to Human Immunodeficiency Virus infections through typical methods of transmission.,Finding,N/A,,EXPOSURE TO HIV,822,822,,,,Z20.6,,,,,,,,444356002,,
162316AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Exposición neonatal a sífilis,,Newborn exposure to maternal syphilis,,,Diagnosis,N/A,,,9524,162316,,,,Z20.2,,,,,,,,444380003,206005002,
3cd134f4-26fe-102b-80cb-0017a47871b2,,Ezquizofrenia,,Schizophrenia,,"A psychotic disorder characterized by loss of contact with the environment, by noticeable deterioration in the level of functioning in everyday life, and by disintegration of personality expressed as disorder of feeling, thought (as in hallucinations and delusions), and conduct.",Diagnosis,N/A,,SCHIZOPHRENIA,467,113155,,,F20.9,,,,,43 (Schizophrenia),,,,58214004,,
0670f6b9-5456-4bd3-86b1-846abc4fe2ba,,Falla cardiaca,,Heart failure,,A condition that can result from any structural or functional cardiac disorder that impairs the ability of the heart to fill with blood or pump a sufficient amount of blood through the body.,Diagnosis,N/A,,HEART FAILURE,3468,139069,,,,I50.9,,,,,32 (Heart disease),,,84114007,,
fc85e7c1-910e-4877-922a-f5448339f303,,Falla renal aguda,,Acute renal failure,,Sudden kidney failure,Diagnosis,N/A,,"RENAL FAILURE, ACUTE",3698,,,,N17.9,,,,,,,,,14669001,,
3ccdf6b8-26fe-102b-80cb-0017a47871b2,,Faringitis,,Pharyngitis,,Unspecified inflammation of the oropharynx.,Diagnosis,N/A,,PHARYNGITIS,150,,,,,J02.9,,,,52 (Tonsilitis),,,,405737000,,
125816AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Faringitis estreptocócica,,Streptococcal Sore Throat,,Infections with bacteria of the genus STREPTOCOCCUS.,Diagnosis,N/A,,,13605,125816,,,J02.0,,,,,,,,,43878008,302809008,
89080fbd-70b0-4504-9e08-7c2bfcfff01a,,Faringoamigdalitis,,Pharyngotonsillitis,,,Diagnosis,N/A,,,13609,166533,,,J06.8,,,,CA0Y,,,,,878818001,,
130304AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,faringolaringitis,,Pharyngolaryngitis,,,Diagnosis,N/A,,Pharyngolaryngitis,7609,130304,,,,J06.0,,,,,,,,195709006,55355000,
133443AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Fascitis necrotizante,,Necrotizing Fasciitis,,"A fulminating group A streptococcal infection beginning with severe or extensive cellulitis that spreads to involve the superficial and deep fascia, producing thrombosis of the subcutaneous vessels and gangrene of the underlying tissues. A cutaneous lesion usually serves as a portal of entry for the infection, but sometimes no such lesion is found. (Dorland, 28th ed)",Diagnosis,N/A,,,8365,133443,,,M72.6,,,,,,,,,52486002,,
3cd4fd00-26fe-102b-80cb-0017a47871b2,,Fiebre de origen desconocido,,Fever of unknown origin,,Fever appreciated without a diagnosis for 21 or more days.  Also called pyrexia of unknown origin.,Diagnosis,N/A,,Fever of unknown origin,901,,,,,R50.9,,,,,,,,,,
120742AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,fiebre de Chikungunya,,Chikungunya fever,,,Diagnosis,N/A,,,9535,120742,,,A92.0,,,,,,,,,111864006,,
142591AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,fiebre hemorrágica dengue,,Dengue haemorrhagic fever,,"A distinct and virulent form of DENGUE characterized by thrombocytopenia and hemoconcentration (grades I and II) and distinguished by a positive tourniquet test. When accompanied by circulatory failure and shock (grades III and IV), it is called dengue shock syndrome. (From Dorland, 28th ed)",Diagnosis,N/A,,Dengue Haemorrhagic Fever,7592,142591,,,,A91,,,,,,,,20927009,,
123112AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,fiebre hemorrágica viral,,Viral Hemorrhagic Fever,,"A group of viral diseases of diverse etiology but having many similar clinical characteristics; increased capillary permeability, leukopenia, and thrombocytopenia are common to all. Hemorrhagic fevers are characterized by sudden onset, fever, headache, generalized myalgia, backache, conjunctivitis, and severe prostration, followed by various hemorrhagic symptoms. Hemorrhagic fever with kidney involvement is HEMORRHAGIC FEVER WITH RENAL SYNDROME.",Diagnosis,N/A,,Acute hemorrhagic fever,7643,123112,,,,A99,,,,,,,,240523007,16766000,
06cc08fb-414a-46e6-8c20-136535609812,,Fiebre reumática,,Rheumatic fever without heart involvement,,,Diagnosis,N/A,,Rheumatic Fever without heart involvement,7164,,,,,I00,,,,,28 (Rheumatic Fever),,,,,
3ccd2b02-26fe-102b-80cb-0017a47871b2,,Fiebre tifoidea,,Typhoid Fever,,"An acute, highly infectious disease caused by a bacillus (Salmonella typhi) transmitted chiefly by contaminated food or water and characterized by high fever, headache, coughing, intestinal hemorrhaging, and rose-colored spots on the skin.",Diagnosis,N/A,,TYPHOID FEVER,141,141,,,,A01.0,,,,17 (Typhoid),,,,4834000,,
163831AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,"Fimosis, parafimosis",,Phimosis,,,Diagnosis,N/A,,,11411,163831,,,,N47,,,,,,,,449826002,,
49AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Fístula vesico-vaginal,,Vesico-vaginal fistula,,,Diagnosis,N/A,,,7958,49,,49,,N82.0,,,,,,,,89405008,,
148904AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Fisura anal,,Anal Fissure,,"A painful linear ulcer at the margin of the anus. It appears as a crack or slit in the mucous membrane of the anus and is very painful and difficult to heal. (Dorland, 27th ed & Stedman, 25th ed)",Diagnosis,N/A,,,8458,148904,,,K60.2,,,,,,,,,30037006,,
3cccff74-26fe-102b-80cb-0017a47871b2,,Forunculosis,,Furuncle of Skin and Subcutaneous Tissue,,A skin condition characterized by the development of recurring boils.,Diagnosis,N/A,,FURUNCULOSIS,113,,,,,L02.9,,,,,,,,112650006,,
3cce65bc-26fe-102b-80cb-0017a47871b2,,Fractura,,Fracture,,"A break, rupture, or crack, especially in bone or cartilage.",Diagnosis,N/A,,FRACTURE,177,177,,,,T14.2,,,,,,,,,,
118003AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Fractura costal,,Fracture of rib,,,Diagnosis,N/A,,,8569,118003,,,,S22.3,,,,,,,,33737001,,
118039AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Fractura de antebrazo,,Forearm Fracture,,Fractures of the larger bone of the forearm.,Diagnosis,N/A,,,8430,118039,,,,S52.9,,,,,,,,65966004,,
118048AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Fractura de clavícula,,Fracture of Clavicle,,,Diagnosis,N/A,,,8405,118048,,,,S42.0,,,,,,,,58150001,,
156407AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Fractura de cráneo y huesos faciales,,Fracture of skull and facial bones,,,Diagnosis,N/A,,,8327,156407,,,S02.9,,,,,,,,,207785000,,
118033AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Fractura de húmero,,Fracture of Humerus,,,Diagnosis,N/A,,,9490,118033,,,,S42.3,,,,,,,,66308002,,
118040AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Fractura de pie,,Fracture of Foot,,General or unspecified injuries involving the foot.,Diagnosis,N/A,,,8550,118040,,,,S92.9,,,,,,,,15574005,,
139871AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Fractura de pierna,,Fracture of Lower Leg,,General or unspecified injuries involving the leg.,Diagnosis,N/A,,,8436,139871,,,S82.9,,,,,,,,,414292006,,
132338AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Fractura expuesta,,Open fracture,,Fractures in which there is an external wound communicating with the break of the bone.,Diagnosis,N/A,,,8567,132338,,,,T14.2,,,,,,,,397181002,,
118016AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Fractura patellar,,Patella fracture,,,Diagnosis,N/A,,,9643,118016,,,,S82.0,,,,,,,,51037009,,
118014AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Fractura pélvica,,Fracture of pelvis,,Fracture of the lower end of the radius in which the lower fragment is displaced posteriorly.,Diagnosis,N/A,,,8580,118014,,,,S32.8,,,,,,,,77493009,,
156397AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Fracturas de partes inespecíficas de la muñeca y la mano,,fracture of other and unspecified parts of wrist and hand,,,Diagnosis,N/A,,,8465,156397,,,S62.8,,,,,,,,,208388003,,
114931AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Fracturas femorales,,Femoral Fractures,,Fractures of the femur.,Diagnosis,N/A,,,8556,114931,,,,S72.9,,,,,,,,71620000,,
3cce5dd8-26fe-102b-80cb-0017a47871b2,,Gastritis,,Gastritis,,"Chronic or acute inflammation of the stomach, especially of the mucous membrane of the stomach.",Diagnosis,N/A,,GASTRITIS,172,,,,,K29.7,,,,,,,,,,
5f07e5fb-7b1d-4943-ba1e-c70fff05a004,,Gastroduodenitis,,Gastritis and duodenitis,,Inflammation of the stomach lining.,Diagnosis,N/A,,Gastritis and duodenitis,8040,,,,,K29.9,,,,,,,,,,
3cce8510-26fe-102b-80cb-0017a47871b2,,Gastroenteritis,,Gastroenteritis,GE,"Inflammation of the lining of the stomach and intestines, often accompanied by diarrhea.",Diagnosis,N/A,,,197,117889,,,,,K52.9,,,,,,,25374005,,
3ce6cb8e-26fe-102b-80cb-0017a47871b2,,Gastroenteritis bacteriana,,Bacterial gastroenteritis,,"Several types of bacteria consumed through contaminated food or water can cause diarrhea. Common culprits include Campylobacter, Salmonella, Shigella, and Escherichia coli (E. coli).",Diagnosis,N/A,,,2736,148023,,,,A04.9,,,,,,,,274080003,,
7a1f4372-244a-43b0-b535-83631bd27a1f,,Gastroenteritis y colitis,,Gastroenteritis and colitis,,Diarrhea and gastroenteritis of presumed infectious origin,Diagnosis,N/A,,Gastroenteritis and colitis,7570,,,,,A09.9,,,,,,,,,,
139569AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Gastrosquisis,,Gastroschisis,,"A congenital fissure of the abdominal wall not involving the site of insertion of the umbilical cord, and usually accompanied by protrusion of the small and part of the large intestine. (Dorland, 28th ed)",Diagnosis,N/A,,,8359,139569,,,Q79.3,,,,,,,,,72951007,,
a18f0792-c770-4985-a287-d6b52bca38be,,Generalmente sano,,General good health,good health,"When used as a Visit Diagnosis, this indicates that the patient is generally healthy, and no diagnosis is being made for the visit. (E.g. a patient who comes for a routine folluwup visit and has no problems, or a patient who came for an exam to get a marriage certificate.)",Finding,N/A,,General good health,7960,1855,,,,,,,,,,,,135815002,,
122043AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Gingivitis aguda,,Acute Gingivitis,,Inflammation of the gums.,Diagnosis,N/A,,,8915,122043,,,K05.0,,,,,,,,,31642005,,
117789AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,glaucoma,,Glaucoma,,"An ocular disease, occurring in many forms, having as its primary characteristics an unstable or a sustained increase in the intraocular pressure which the eye cannot withstand without damage to its structure or impairment of its function. The consequences of the increased pressure may be manifested in a variety of symptoms, depending upon type and severity, such as excavation of the optic disk, hardness of the eyeball, corneal anesthesia, reduced visual acuity, seeing of colored halos around lights, disturbed dark adaptation, visual field defects, and headaches. (Dictionary of Visual Science, 4th ed)",Diagnosis,N/A,,Glaucoma,7488,117789,,,,H40.9,,,,36 (Glaucoma),,,,23986001,,
3cd4eca2-26fe-102b-80cb-0017a47871b2,,Gonorrea,,Gonorrhea,,"A contagious inflammation of the genital mucous membrane caused by the gonococcus.  Gonorrhea is a sexually transmitted disease (STD) caused by a bacteria known scientifically as the gonococcus, or Neisseria gonorrhoeae. Gonorrhea is sometimes called ""the clap"". Most infections involve the cervix and vagina, the penis, the rectum or sometimes the throat. Gonorrhea is easily treated with a single dose of antibiotic.",Diagnosis,N/A,,GONORRHEA,893,117767,,,A54.9,,,,,,13 (STI),,,15628003,,
d34c0f6f-2fc1-4a95-bbde-e98b073df299,,Gota,,Gout,,"Swollen, red, hot and stiff joints resulting from a buildup of uric acid.",Diagnosis,N/A,,GOUT,3724,,,,,M10.9,,,,,,,,,,
140147AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,hallazgo relacionado con la presión sanguínea alta,,Elevated blood pressure,,Persistently high arterial blood pressure. Currently accepted threshold levels are 140 mm Hg systolic and 90 mm Hg diastolic pressure.,Diagnosis,N/A,,,7941,140147,,,,R03.0,,,,,,,,,38341003;24184005;371622005,
117711AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Hallux valgus,,Hallux valgus,,"Lateral displacement of the great toe, producing deformity of the first metatarsophalangeal joint with callous, bursa, or bunion formation over the bony prominence.",Diagnosis,N/A,,,9578,117711,,,,M20.1,,,,,,,,122480009,,
3cce889e-26fe-102b-80cb-0017a47871b2,,Helmintiasis,,Helminthiasis,,A disease caused by infestation with parasitic worms.,Diagnosis,N/A,,HELMINTHIASIS,199,199,,,,B83.9,,,,,,,,27601005,,
139006AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Hematemesis,,Haematemesis,,Vomiting of blood.,Diagnosis,N/A,,,8419,139006,,,K92.0,,,,,,,,,8765009,,
3cd48f5a-26fe-102b-80cb-0017a47871b2,,Hematuria,,Hematuria,,The presence of blood or blood cells in the urine.,Symptom/Finding,N/A,,HEMATURIA,840,840,,,,R31,,,,,,,,34436003,,
138961AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,hemiparesia,,Hemiparesis,,,Diagnosis,N/A,,,9332,138961,828,,,G81.9,,,,,,,,20022000,50582007,
117655AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Hemiplegia,,Hemiplegia,,"Severe or complete loss of motor function on one side of the body. This condition is usually caused by BRAIN DISEASES that are localized to the cerebral hemisphere opposite to the side of weakness. Less frequently, BRAIN STEM lesions; cervical SPINAL CORD DISEASES; PERIPHERAL NERVOUS SYSTEM DISEASES; and other conditions may manifest as hemiplegia. The term hemiparesis (see PARESIS) refers to mild to moderate weakness involving one side of the body.",Diagnosis,N/A,,,11782,117655,,,G81.9,,,,,,,,,50582007,,
3cd656be-26fe-102b-80cb-0017a47871b2,,Hemoptisis,,Hemoptysis,,Spitting or coughing up blood or blood-tinged sputum.,Diagnosis,N/A,,HEMOPTYSIS,970,138905,967,6172,R04.2,,,,,,,,,66857006,,
706b6f34-4bca-4617-9cf3-3eb77cfc0a38,,Hemorragia,,Hemorrhage,,"Bleeding, technically known as hemorrhaging or haemorrhaging (see American and British spelling differences) is the loss of blood or blood escape from the circulatory system.",Diagnosis,Coded,Yes;No,"Hemorrhage, not elsewhere classified",7102,147241,,,,R58,,,,,,,,131148009,,
116677AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,hemorragia intracraneal,,Intracerebral hemorrhage,,"Bleeding into a cerebral hemisphere of the brain, including lobar, subcortical white matter, and basal ganglia hemorrhages. Commonly associated conditions include HYPERTENSION; INTRACRANIAL ARTERIOSCLEROSIS; INTRACRANIAL ANEURYSM; CRANIOCEREBRAL TRAUMA; INTRACRANIAL ARTERIOVENOUS MALFORMATIONS; CEREBRAL AMYLOID ANGIOPATHY; and CEREBRAL INFARCTION.",Diagnosis,N/A,,Intracerebral Hemorrhage,7622,116677,,,,I61.9,,,,,,,,1386000,,
3ccc9a8e-26fe-102b-80cb-0017a47871b2,,Hemorragia posparto,,Postpartum hemorrhage,,Vaginal bleeding that occurs following an infant delivery.,Finding,Coded,,POSTPARTUM HEMORRHAGE,49,230,2372,,,O72.1,,,,62 (Post-partum hemorrhage),,,,47821001,,
78de357e-96f8-446c-89f7-b302e6040363,,Hemorroides,,Hemorrhoids,,Varicosities of the hemorrhoidal venous plexuses.,Diagnosis,N/A,,Hemorrhoids,7169,138849,,,I84.9,,,,,,,,,70153002,,
124195AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Hemotorax traumatico,,Traumatic Haemothorax,,,Diagnosis,N/A,,,8479,124195,,,,S27.1,,,,,,,,42458003,,
3ccc7892-26fe-102b-80cb-0017a47871b2,,Hepatitis A,,Hepatitis A,,"Liver infection with hepatitis A virus (""infectious hepatitis"").",Diagnosis,N/A,,HEPATITIS A,26,,,,,B15.9,,,,,27 (Hepatitis),,,,,
3ccc7a0e-26fe-102b-80cb-0017a47871b2,,Hepatitis B,,Hepatitis B,,,Diagnosis,N/A,,HEPATITIS B,27,111759,,,B16.9,,,,,,27 (Hepatitis),,,66071002,,
149743AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,hepatitis C aguda,,Acute Hepatitis C,,,Diagnosis,N/A,,,11216,149743,,,B17.1,,,,,,,,,235866006,111896003;50711007,
145347AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,hepatitis C crónica,,Chronic Hepatitis C,,An inflammatory disease of the liver caused by hepatitis C virus lasting six months or more.,Diagnosis,N/A,,,11213,145347,,,B18.2,,,,,,,,,128302006,,
b83dbc0e-b17f-4376-a0b9-c91d905bc1d7,,Hepatitis viral,,Viral Hepatitis,,"Other acute Inflammation of the liver, caused by virus and characterized by jaundice, fever, liver enlargement, and abdominal pain.",Diagnosis,N/A,,Viral hepatitis,7122,,,,,B19.9,,,,,,,,,,
121812AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Hepatitis viral aguda tipo B,,Acute Type B Viral Hepatitis,,Hepatitis caused by hepatitis B virus. It may be transmitted by transfusion of contaminated blood or blood products.,Diagnosis,N/A,,,12074,121812,,,B16.9,,,,,,,,,76795007,,
149151AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,hepatopatía alcohólica,,Alcoholic Liver Damage,,"Liver diseases associated with alcoholism. It usually refers to the coexistence of two or more subentities, i.e., alcoholic fatty liver, alcoholic hepatitis, and alcoholic liver cirrhosis, but may be the general entity when subentities are not specified.",Diagnosis,N/A,,Alcoholic Liver Damage,7607,149151,,,,K70.9,,,,,,,,41309000,,
2f05f798-082f-4f43-a030-b285c4a2f69b,,Herida abierta,,Open wound,,,Diagnosis,N/A,,Open wound,7630,114797,,,,T14.1,,,,,,,,,,
113919AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Herida infectada posoperatoria,,Postoperative Wound Infection,,Infection occurring at the site of a surgical incision.,Diagnosis,N/A,,,8554,113919,,2375,,T81.4,,,,,,,,58126003,,
117549AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Hernia con obstrucción,,"Hernia, with Obstruction",,,Diagnosis,N/A,,,13608,117549,,,,K46.0,,,,,,,,8377001,,
142420AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Hernia diafragmática,,Diaphragmatic Hernia,,"Protrusion of some part of the abdominal or retroperitoneal structures through the diaphragm into the thorax. (Dorland, 27th ed)",Diagnosis,N/A,,,8387,142420,,,K44.9,,,,,,,,,39839004,,
118289AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Hernia femoral,,Femoral Hernia,,Abnormal protrusion of the intestine into the femoral canal.,Diagnosis,N/A,,,8306,118289,,,,,K41.9,,,,,,,50063009,,
116954AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,hernia inguinal,,Inguinal hernia,,Abnormal protrusion of the intestine into the inguinal canal.,Diagnosis,N/A,,Inguinal Hernia,7480,116954,,,,K40.9,,,,,,,,396232000,84231005,
e7191785-b3bf-4027-8185-de575e526210,,Hernia umbilical,,Umbilical hernia NOS,,,Diagnosis,N/A,,Umbilical hernia,7909,,,,,K42.9,,,,,,,,7544003,,
a9b348f4-4108-4b60-9af5-be599923ee23,,Herpes simple,,"Herpes simplex, Nos",,,Diagnosis,N/A,,"HERPES SIMPLEX, NOS",3728,138706,,,,B00.9,,,,,,,,88594005,,
3cd48924-26fe-102b-80cb-0017a47871b2,,Herpes zoster,,Herpes Zoster,,"Herpes zoster (or simply zoster), commonly known as shingles, is a viral disease characterized by a painful skin rash with blisters in a limited area on one side of the body, often in a stripe. In some instances the virus can also infect and damage nervous system tissues.",Diagnosis,N/A,,HERPES ZOSTER,836,117543,,,B02.9,,,,,,,,,4740000,,
117470AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Hidrocefalia,,Hydrocephalus,,"Excessive accumulation of cerebrospinal fluid within the cranium which may be associated with dilation of cerebral ventricles, INTRACRANIAL HYPERTENSION; HEADACHE; lethargy; URINARY INCONTINENCE; and ATAXIA (and in infants macrocephaly). This condition may be caused by obstruction of cerebrospinal fluid pathways due to neurologic abnormalities, INTRACRANIAL HEMORRHAGES; CENTRAL NERVOUS SYSTEM INFECTIONS; BRAIN NEOPLASMS; CRANIOCEREBRAL TRAUMA; and other conditions. Impaired resorption of cerebrospinal fluid from the arachnoid villi results in a communicating form of hydrocephalus. Hydrocephalus ex-vacuo refers to ventricular dilation that occurs as a result of brain substance loss from CEREBRAL INFARCTION and other conditions.",Diagnosis,N/A,,,9683,117470,,,G91.9,,,,,,,,,230745008,,
117474AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,hidrocele,,Hydrocele,,"A circumscribed collection of fluid, especially a collection of fluid in the tunica vaginalis of the testicle or along the spermatic cord. (Dorland, 27th ed)",Diagnosis,N/A,,Hydrocele,7530,117474,,,,N43.3,,,,29 (Hydrocele),,,,55434001,,
138660AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,hidrosadenitis supurativa,,Hidradenitis suppurativa,,"The inflammation of a sweat gland (usually of the apocrine type). The condition can be idiopathic or occur as a result of or in association with another underlying condition. Neutrophilic eccrine hidradenitis is a relatively rare variant that has been reported in patients undergoing chemotherapy, usually for non-Hodgkin lymphomas or leukemic conditions.",Diagnosis,N/A,,,10069,138660,,,L73.2,,,,,,,,,59393003,,
137699AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,himen imperforado,,Imperforate hymen,,,Diagnosis,N/A,,,9731,137699,,,Q52.3,,,,,,,,,65937002,,
3cd15934-26fe-102b-80cb-0017a47871b2,,Hiperemesis gravídica,,Hyperemesis gravidarum,,Excessive vomiting during pregnancy.,Diagnosis,N/A,,HYPEREMESIS GRAVIDARUM,490,,,,O21.9,,,,,,,,,14094001,,
117441AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,hiperlipidemia,,Hyperlipidemia,,"Hyperlipidemia involves abnormally elevated levels of any or all lipids and/or lipoproteins in the blood.  Technically, ""Hyperlipidemia"" refers to any type of blood lipid, while ""Hypercholesterolemia"" refers specifically to high cholesterol.",Diagnosis,N/A,,,8871,117441,,,E78.5,,,,,,,,,55822004,166816003,
118634AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Hiperplasia endometrial,,Endometrial hyperplasia,,"Abnormal overgrowth of endometrium. (Dorland, 27th ed)",Diagnosis,N/A,,,7995,118634,,,,N85.0,,,,,,,,237072009,,
121162AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,hiperplasia prostática benigna,,Hyperplasia of prostate,,Enlargement or overgrowth of the prostate gland as a result of an increase in the number of its constituent cells.,Diagnosis,N/A,,Hyperplasia of Prostate,7613,121162,,,,N40,,,,,,,,266569009,,
129240AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,"hipertensión preexistente que complica el embarazo, parto y puerperio",,Pre-existing hypertension complicating pregnancy and childbirth,,"Pre-Existing Hypertension Complicating Pregnancy, Childbirth and the puerperium",Diagnosis,N/A,,Pre-Existing Hypertension Complicating Pregnancy,7621,129240,,,O10.9,,,,,,,,,199005000,,
3cd50188-26fe-102b-80cb-0017a47871b2,,Hipertesion,,Hypertension,,Persistently high arterial blood pressure. Currently accepted threshold levels are 140 mm Hg systolic and 90 mm Hg diastolic pressure.,Diagnosis,N/A,,HYPERTENSION,903,117399,,,,I10,,,,,33 (Hypertension),,,38341003,,
641f4fe3-cac2-46c4-aa94-c8b6d05e9407,,Hipoglicemia,,Hypoglycemia,,clinical syndrome that results from low blood sugar.,Diagnosis,N/A,,HYPOGLYCEMIA,3729,,,,,E16.2,,,,,,,,,,
