uuid,Void/Retire,Fully specified name:es,Short name:es,Fully specified name:en,Short name:en,Description:es,Data class,Data type,Answers,Members,Mappings|SAME-AS,Mappings|NARROWER-THAN,Mappings|BROADER-THAN
161896AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Atencion paliativa,,Encounter for palliative care,,,Diagnosis,N/A,,,PIH:8929;CIEL:161896,SNOMED CT:441874000;ICD-10-WHO:Z51.5,
157648AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Desnutrición en el embarazo,,malnutrition in pregnancy,,,Diagnosis,N/A,,,PIH:14095;CIEL:157648;SNOMED CT:199741009;IMO ProblemIT:745599;ICD-10-WHO:O25;3BT:10074290,,
3cce8bb4-26fe-102b-80cb-0017a47871b2,,Apendicitis aguda,,Acute Appendicitis,,,Diagnosis,N/A,,,PIH:201;PIH:APPENDICITIS;SNOMED CT:85189001,ICD-10-WHO:K35,
3cce96a4-26fe-102b-80cb-0017a47871b2,,Úlcera duodenal,,Duodenal Ulcer,,,Diagnosis,N/A,,,PIH:208;PIH:DUODENAL ULCER,ICD-10-WHO:K26,
165914AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Diarrea aguda debido a COVID-19,,Acute diarrhea due to severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),,,Diagnosis,N/A,,,PIH:12874;CIEL:165914,ICD-10-WHO:U07.1;ICD-10-WHO 2nd:A09.9;SNOMED CT:840539006;SNOMED CT:409966000,
119399AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,difteria,,Diphtheria,,,Diagnosis,N/A,,,PIH:7641;PIH:Diphtheria;CIEL:119399;SNOMED CT:397428000,ICD-10-WHO:A36.9,
115378AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,síndromes neonatales por aspiración,,Fetal and newborn aspiration,,,Diagnosis,N/A,,,PIH:9435;CIEL:115378;CIEL:157901;IMO ProblemIT:1699424;IMO ProblemIT:514612,SNOMED CT:276533002;ICD-10-WHO:P24.9,
c08b15ef-255c-4f55-981d-d5db6f80b457,,Otras enfermedades de transmision sexual debidas a clamidias,,Sexually Transmitted Chlamydial,,,Diagnosis,N/A,,,PIH:7247;PIH:Sexually transmitted chlamydial;Liberia MoH:13 (STI),ICD-10-WHO:A56,
130108AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,desprendimiento placentario,,Placental abruption,,,Diagnosis,N/A,,,PIH:8019;CIEL:130108;SNOMED CT:415105001;ICD-10-WHO:O45.9;3BT:10113831,AMPATH:6460,
b9ea05e1-8c6d-4f33-a9ba-04f982c3e718,,Quiste ovárico,,Ovarian cyst,,,Diagnosis,N/A,,,PIH:3742;PIH:OVARIAN CYST;CIEL:119702;SNOMED CT:79883001;ICD-10-WHO:N83.2,,
139871AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Fractura de pierna,,Fracture of Lower Leg,,,Diagnosis,N/A,,,PIH:8436;CIEL:139871;SNOMED CT:414292006;ICD-10-WHO:S82.9,,
3ccd2b02-26fe-102b-80cb-0017a47871b2,,Fiebre tifoidea,,Typhoid Fever,,,Diagnosis,N/A,,,PIH:141;PIH:TYPHOID FEVER;CIEL:141;SNOMED CT:4834000;ICPC2:D70;Liberia MoH:17 (Typhoid),ICD-10-WHO:A01.0,
932d395c-d509-4d42-bac4-5a3281efe149,,Diabetes gestacional,,Gestational diabetes,,,Diagnosis,N/A,,,PIH:6693;PIH:Gestational diabetes;CIEL:1449;SNOMED CT:11687002,ICD-10-WHO:O24.4,
148143AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,intento de suicidio,,Attempted suicide,,,Diagnosis,Coded,,,PIH:7514;PIH:Attempted Suicide;CIEL:148143;SNOMED CT:82313006,ICD-10-WHO:X84,
143388AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,convulsiones en el recién nacido,,Convulsions in the newborn,,,Diagnosis,N/A,,,PIH:7254;PIH:Convulsions in the Newborn;CIEL:143388;SNOMED CT:87476004,ICD-10-WHO:P90,
125515AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,quemadura solar de segundo grado,,Sunburn of Second Degree,,,Diagnosis,N/A,,,PIH:10074;CIEL:125515;SNOMED CT:200834004;IMO ProblemIT:501013;ICD-10-WHO:L55.1;3BT:10108918;ICPC2:S80,,
3cd6f86c-26fe-102b-80cb-0017a47871b2,,No,,No,,,Misc,N/A,,,PIH:1066;PIH:NO;PIH Malawi:1066;CIEL:1066;SNOMED CT:373067005;AMPATH:1066,,
127527AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,retinoblastoma,,Retinoblastoma,,,Diagnosis,N/A,,,PIH:9716;CIEL:127527;SNOMED CT:370967009;IMO ProblemIT:35919,ICD-10-WHO:C69.2,
138010AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,hipospadias,,Hypospadias,,,Diagnosis,N/A,,,PIH:7501;PIH:Hypospadias;CIEL:138010;SNOMED CT:416010008;IMO ProblemIT:7009;ICD-10-WHO:Q54.9;ICPC2:Y82;ICD-11-WHO:LB53.Z,,
135830AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,leucorrea,,Leukorrhea,,,Diagnosis,N/A,,,PIH:7619;PIH:Leukorrhea;CIEL:135830;SNOMED CT:237101004,ICD-10-WHO:N89.8,
165621AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,COVID-19 detectado,,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) detected,,,Finding,N/A,,,PIH:12816;CIEL:165621;SNOMED UK:1240581000000104,ICD-10-WHO:U07.1;SNOMED CT:438508001,
577c5c7b-d4b0-4f8a-8102-34ec1ad3f151,,Absceso perianal,,Perianal Abscess,,,Diagnosis,N/A,,,"PIH:3690;PIH:ABSCESS, PERIANAL;SNOMED CT:82127005",ICD-10-WHO:K61.0,
112094AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,tuberculosis del sistema nervioso central,,Tuberculosis Of Central Nervous System,,,Diagnosis,N/A,,,PIH:7579;PIH:Tuberculosis of Central Nervous System;CIEL:112094;SNOMED CT:10706006,ICD-10-WHO 2nd:G99.8;ICD-10-WHO:A17.9,
3ccc57ae-26fe-102b-80cb-0017a47871b2,,Bronquitis aguda,,"Bronchitis, Acute",,,Diagnosis,N/A,,,PIH:10;PIH:Acute brochitis;Liberia MoH:6 (ARI),ICD-10-WHO:J20.9,
3cd80928-26fe-102b-80cb-0017a47871b2,,Molusco contagioso,,Molluscum contagiosum,,,Diagnosis,N/A,,,PIH:1212;PIH:MOLLUSCUM CONTAGIOSUM;CIEL:1212;SNOMED CT:40070004;ICD-10-WHO:B08.1;ICPC2:S95,,
be7adab0-2ed5-44d7-972e-586911b08c8e,,Enfermedad pulmonar obstructiva crónica,,Chronic obstructive pulmonary disease,COPD,,Diagnosis,N/A,,,PIH:3716;PIH:CHRONIC OBSTRUCTIVE PULMONARY DISEASE;CIEL:1295;SNOMED CT:13645005,ICD-10-WHO:J44.9,
11180d8f-1628-4ea7-9fcc-ea80726d3829,,Cardiomiopatía dilatada,,Dilated cardiomyopathy,,,Diagnosis,N/A,,,PIH:6228;PIH:DCM;PIH:DILATED CARDIOMYOPATHY;CIEL:143624;SNOMED CT:399020009,Liberia MoH:32 (Heart disease);ICD-10-WHO:I42.0,
118862AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Diverticulitis o enfermedad diverticular,,Diverticulitis of Colon,,,Diagnosis,N/A,,,PIH:8586;CIEL:118862;SNOMED CT:111359004,ICD-10-WHO:K57.3,
3cd656be-26fe-102b-80cb-0017a47871b2,,Hemoptisis,,Hemoptysis,,,Diagnosis,N/A,,,PIH:970;PIH:HEMOPTYSIS;CIEL:138905;SNOMED CT:66857006;IMO ProblemIT:27441;AMPATH:967;ICD-10-WHO:R04.2;3BT:10040493;ICPC2:R24,AMPATH:6172,
165843AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Síndrome de dificultad respiratoria aguda,,Acute respiratory distress syndrome (ARDS),,,Diagnosis,N/A,,,PIH:12814;CIEL:165843;SNOMED CT:67782005;IMO ProblemIT:941570,ICD-10-WHO:P22.0,
133468AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,esguince de cuello,,Neck sprain,,,Diagnosis,N/A,,,PIH:10619;CIEL:133468;SNOMED CT:209557005;IMO ProblemIT:50451;3BT:10039490;ICPC2:L79,ICD-10-WHO:S13.6,
143151AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Lesión contusa pierna,,Crushing Injury of Lower Leg,,,Diagnosis,N/A,,,PIH:8526;CIEL:143151;SNOMED CT:40874009,ICD-10-WHO:S87.8;SNOMED CT:43422002,
3ccd08d4-26fe-102b-80cb-0017a47871b2,,Dermatitis,,Dermatitis,,,Finding,N/A,,,PIH:119;PIH:DERMATITIS;SNOMED CT:182782007;ICD-10-WHO:L30.9,,
151673AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Enfermedad infecciosa,,Infectious Disease Nos,,,Diagnosis,N/A,,,PIH:7521;PIH:Infectious Disease;CIEL:151673;SNOMED CT:40733004,ICD-10-WHO:B99,
116341AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,leptospirosis,,Leptospirosis,,,Diagnosis,N/A,,,PIH:7582;PIH:Leptospirosis;CIEL:116341;SNOMED CT:77377001,ICD-10-WHO:A27.9,
140402AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,cefalohematoma fetal,,Fetal cephalhematoma,,,Diagnosis,N/A,,,PIH:9424;CIEL:140402;SNOMED CT:83095000;IMO ProblemIT:14274;ICD-10-WHO:P12.0,,
132611AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,trastorno obsesivo-compulsivo,,Obsessive-Compulsive Disorder,,,Diagnosis,N/A,,,PIH:7513;PIH:Obsessive-Compulsive Disorder;CIEL:132611;SNOMED CT:191736004,Liberia MoH:44 (Anxiety disorder);ICD-10-WHO:F42.9,
165612AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Sospecha de infección por COVID-19,,Suspected severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection,,,Diagnosis,N/A,,,PIH:12801;CIEL:165612;SNOMED CT:840544004;IMO ProblemIT:1494811678;SNOMED UK:1240761000000102,ICD-10-WHO:U07.1;ICD-10-WHO 2nd:R68.8,
145807AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,"Neoplasia intraepitelial cervical grado II, (NIC II)",,Cervical Intraepithelial Neoplasia Grade 2,,,Diagnosis,N/A,,,PIH:8492;CIEL:145807;SNOMED CT:285838002;ICD-10-WHO:N87.1;3BT:10063956,,
5d02af45-05bd-4e3d-b749-c92ed0a7d2c2,,Defecto ventricular septal,,Ventricular septal defect,VSD,,Diagnosis,N/A,,,PIH:3852;PIH:VENTRICULAR SEPTAL DEFECT;CIEL:123240;SNOMED CT:30288003,ICD-10-WHO:Q21.0,
129317AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,puerperio,,Postpartum state,,,Diagnosis,N/A,,,PIH:8862;CIEL:129317,ICD-10-WHO:Z39.2;SNOMED CT:86569001,
3cd182e2-26fe-102b-80cb-0017a47871b2,,Salpullido y otras erupciones cutaneas s,,Rash,,,Symptom/Finding,N/A,,,PIH:512;PIH:RASH;CIEL:512;SNOMED CT:271807003,ICD-10-WHO:R21,
3ce6ce90-26fe-102b-80cb-0017a47871b2,,Ulceras genitales o chancro blando,,"Genital Ulcers, Chancroid",,,Diagnosis,N/A,,,"PIH:2738;PIH:GENITAL ULCERS, CHANCROID",Liberia MoH:13 (STI);ICD-10-WHO:A57,
148989AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,amenorrea,,Amenorrhea,,,Diagnosis,N/A,,,PIH:7617;PIH:Amenorrhea;CIEL:148989;SNOMED CT:14302001,SNOMED CT:289885003;ICD-10-WHO:N91.2,
142592AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Dengue,dengue,Dengue,,Infeccion aguda febril,Diagnosis,N/A,,,PIH:7645;PIH:Dengue;CIEL:142592;SNOMED CT:38362002,ICD-10-WHO:A90,
162209AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Control del niño sano menos de 8 días de vida extrauterina,,"Well baby exam, less than 8 days old",,,Diagnosis,N/A,,,PIH:9348;CIEL:162209;SNOMED CT:410621008;IMO ProblemIT:814484,ICD-10-WHO:Z00.1,
165633AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Infección del tracto respiratorio superior debida a COVID-19,,Upper respiratory tract infection due to severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),,,Diagnosis,N/A,,,PIH:12812;CIEL:165633;IMO ProblemIT:1494811679;SNOMED UK:1240541000000107,ICD-10-WHO 2nd:U07.1;SNOMED CT:840539006;SNOMED CT:54150009;ICD-10-WHO:J06.9;ICD-10-WHO 2nd:B97.2,
150737AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,abrasión,,Abrasion,,,Diagnosis,N/A,,,PIH:9331;CIEL:150737;SNOMED CT:399963005;IMO ProblemIT:33942289;IMO ProblemIT:77377,ICD-10-WHO:T14.0,
116472AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Cifosis,,Kyphosis,,,Diagnosis,N/A,,,PIH:9574;CIEL:116472;SNOMED CT:414564002;IMO ProblemIT:47879,ICD-10-WHO:M40.2,
152288AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,dolor pélvico y perineal,,Pelvic and Perineal Pain (for women only),,,Diagnosis,N/A,,,PIH:7647;PIH:Pelvic and Perineal Pain;CIEL:152288;SNOMED CT:274671002,ICD-10-WHO:R10.2,
145625AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Colelitiasis,,Cholelithiasis NOS,,,Diagnosis,N/A,,,PIH:7477;PIH:Cholelithiasis NOS;CIEL:145625;SNOMED CT:266474003,ICD-10-WHO:K80.8,
3ce5c11c-26fe-102b-80cb-0017a47871b2,,Dermatitis seborréica,,Seborrhoeic dermatitis,,,Diagnosis,N/A,,,PIH:2578;PIH:SEBORRHOEIC DERMATITIS;CIEL:113116;SNOMED CT:50563003;ICD-10-WHO:L21.9,,
1395AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Recién nacido vivo,,Term birth of newborn,Term Birth,,Finding,Boolean,,,PIH:12058;CIEL:1395;SNOMED CT:21243004;IMO ProblemIT:710703,ICD-10-WHO:Z37.0,
119441AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Cetoacidosis diabética,,Diabetes ketoacidosis,,,Diagnosis,N/A,,,PIH:8574;CIEL:119441;SNOMED CT:420422005,ICD-10-WHO:E14.1;Liberia MoH:31 (Diabetes),
120038AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Malformación congénita de la mano,,Congenital Deformity of Hand,,,Diagnosis,N/A,,,PIH:9651;CIEL:120038;SNOMED CT:34111000;IMO ProblemIT:322304;ICD-10-WHO:Q68.1,,
117295AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Púrpura tromcitopénica idiopática,,Idiopathic Thrombocytopenic Purpura,,,Diagnosis,N/A,,,PIH:9057;CIEL:117295;SNOMED CT:32273002;ICD-10-WHO:D69.3;3BT:10122521;ICPC2:B83,,
3ccd154a-26fe-102b-80cb-0017a47871b2,,Dismenorrea,,Dysmenorrhoea,,,Diagnosis,Coded,,,PIH:127;PIH:DYSMENORRHOEA;CIEL:127;SNOMED CT:266599000;ICD-10-WHO:N94.6,,
cb59449c-9544-4b12-8357-e31b2bd115e9,,Recién nacido pretermino,,"Gestation period, 28 weeks",,,Diagnosis,N/A,,,PIH:9468;CIEL:156484;SNOMED CT:90797000,ICD-10-WHO:P07.3,
3cce65bc-26fe-102b-80cb-0017a47871b2,,Fractura,,Fracture,,,Diagnosis,N/A,,,PIH:177;PIH:FRACTURE;CIEL:177,ICD-10-WHO:T14.2,
135811AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,liquen simple crónico,,Lichen Simplex Chronicus,,,Diagnosis,N/A,,,PIH:10034;CIEL:135811;SNOMED CT:53891004;IMO ProblemIT:667;ICD-10-WHO:L28.0,,
5f07e5fb-7b1d-4943-ba1e-c70fff05a004,,Gastroduodenitis,,Gastritis and duodenitis,,,Diagnosis,N/A,,,PIH:8040;PIH:Gastritis and duodenitis,ICD-10-WHO:K29.9,
127579AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,retención de orina,,Retention of urine,,,Symptom,N/A,,,PIH:7229;PIH:Retention of Urine;CIEL:127579;SNOMED CT:267064002,ICD-10-WHO:R33,
3cf29fe0-26fe-102b-80cb-0017a47871b2,,Disuria,,Dysuria,,,Diagnosis,N/A,,,PIH:6020;PIH:DYSURIA;CIEL:118771;SNOMED CT:49650001;ICD-10-WHO:R30.9,,
137059AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Lesión del plexo braquial,,Injury of Brachial Plexus,,,Diagnosis,N/A,,,PIH:8506;CIEL:137059;SNOMED CT:6836001,ICD-10-WHO:S14.3,
145659AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,melasma,,Chloasma,,,Diagnosis,N/A,,,PIH:10032;CIEL:145659;SNOMED CT:36209000;IMO ProblemIT:49421;ICD-10-WHO:L81.1;3BT:10018499;ICPC2:S08,,
3cccff74-26fe-102b-80cb-0017a47871b2,,Forunculosis,,Furuncle of Skin and Subcutaneous Tissue,,,Diagnosis,N/A,,,PIH:113;PIH:FURUNCULOSIS;SNOMED CT:112650006,ICD-10-WHO:L02.9,
156720AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Encefalopatía hipóxico-isquémica del recien nacido,,Hypoxic ischemic encephalopathy of newborn,,,Diagnosis,N/A,,,PIH:9440;CIEL:156720;SNOMED CT:126945001;IMO ProblemIT:740112;ICD-10-WHO:P91.6,,
0670f6b9-5456-4bd3-86b1-846abc4fe2ba,,Falla cardiaca,,Heart failure,,,Diagnosis,N/A,,,PIH:3468;PIH:HEART FAILURE;CIEL:139069;SNOMED CT:84114007,ICD-10-WHO:I50.9;Liberia MoH:32 (Heart disease),
3ccd0f0a-26fe-102b-80cb-0017a47871b2,,Malaria,,Malaria,,,Diagnosis,N/A,,,PIH:123;PIH:MALARIA;CIEL:116128;SNOMED CT:61462000;Liberia MoH:1 (Malaria),ICD-10-WHO:B54,
139545AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,trastorno de ansiedad generalizada,,Generalised anxiety disorder,,,Diagnosis,N/A,,,PIH:9517;PIH:Generalized anxiety disorder;CIEL:139545;SNOMED CT:21897009;IMO ProblemIT:15394;ICD-10-WHO:F41.1;3BT:10006864;ICPC2:P74,Liberia MoH:44 (Anxiety disorder),
118631AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Endometriosis uterina,,Endometriosis,,,Diagnosis,N/A,,,PIH:8005;CIEL:118631;SNOMED CT:129103003;ICD-10-WHO:N80.9,,
145548AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Corioamnionitis,,Chorioamnionitis,,,Diagnosis,N/A,,,PIH:11818;CIEL:145548;SNOMED CT:11612004;IMO ProblemIT:13808;3BT:10018754,ICD-10-WHO:O41.1,
113600AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Embarazo postérmino,,Post term pregnancy,,,Diagnosis,N/A,,,PIH:12057;CIEL:113600;SNOMED CT:90968009;IMO ProblemIT:13611,ICD-10-WHO:O48,
123876AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,ulceración de la vulva,,Ulceration Of vulva,,,Diagnosis,N/A,,,PIH:7615;PIH:Ulceration of Vulva;CIEL:123876;SNOMED CT:68640004,ICD-10-WHO:N76.6,
165913AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Gastroenteritis debido a COVID-19,,Gastroenteritis due to severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),,,Diagnosis,N/A,,,PIH:12873;CIEL:165913,SNOMED CT:111843007;ICD-10-WHO:U07.1;SNOMED CT:840539006;ICD-10-WHO 2nd:A08.3,
3cd4cda8-26fe-102b-80cb-0017a47871b2,,Prurito,,Pruritus,,,Finding,N/A,,,PIH:879;PIH:PRURITIS;CIEL:879,ICD-10-WHO:L29.9,
125816AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Faringitis estreptocócica,,Streptococcal Sore Throat,,,Diagnosis,N/A,,,PIH:13605;CIEL:125816;SNOMED CT:43878008;IMO ProblemIT:24545;ICD-10-WHO:J02.0;3BT:10048526;ICPC2:R72,SNOMED CT:302809008,
150797AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,aumento anormal de peso durante el embarazo,,Abnormal Weight Gain in Pregnancy,,,Diagnosis,N/A,,,PIH:14092;CIEL:150797;SNOMED CT:237288003;IMO ProblemIT:733592;ICD-10-WHO:O26.0,,
118876AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Alteraciones del estado mental,,Alteration of consciousness,,,Diagnosis,N/A,,,PIH:8599;PIH:Alteration of consciousness;CIEL:118876;SNOMED CT:3006004,ICD-10-WHO:R41.8,
117789AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,glaucoma,,Glaucoma,,,Diagnosis,N/A,,,PIH:7488;PIH:Glaucoma;CIEL:117789;SNOMED CT:23986001;Liberia MoH:36 (Glaucoma),ICD-10-WHO:H40.9,
143749AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Estenósis pilórica congénita,,Congenital Pyloric Stenosis,,,Diagnosis,N/A,,,PIH:8287;CIEL:143749;SNOMED CT:204671009;3BT:10123406;ICPC2:D81,ICD-10-WHO:Q40.0,
3cce906e-26fe-102b-80cb-0017a47871b2,,Candidiasis,,Candidiasis,,,Diagnosis,N/A,,,PIH:204;PIH:CANDIDIASIS;CIEL:120939;SNOMED CT:78048006;ICD-10-WHO:B37.9;Liberia MoH:50 (Oral candidiasis),,
165912AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Infección asintomática confirmada por COVID-19,,Asymptomatic confirmed infection with severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),Asymptomatic COVID-19,,Diagnosis,N/A,,,PIH:12872;CIEL:165912,SNOMED CT:840539006;ICD-10-WHO:U07.1,
64b1ce2e-530e-4f59-be3f-a9c70c909131,,Tiña cutánea,,"Tinea, Nos",,,Diagnosis,N/A,,,PIH:3777;PIH:TINEA NOS,ICD-10-WHO:B35.9,
3cde6ab6-26fe-102b-80cb-0017a47871b2,,Kwashiorkor,,Kwashiorkor,Kwashiorkor,,Diagnosis,N/A,,,PIH:1819;PIH:KWASHIORKOR,Liberia MoH:41 (Malnutrition);ICD-10-WHO:E40,
894f306e-a868-44b8-b580-93495e3cca4c,,Insuficiencia renal,,Renal failure,,,Diagnosis,N/A,,,PIH:3681;PIH:RENAL FAILURE,ICD-10-WHO:N19,
138961AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,hemiparesia,,Hemiparesis,,,Diagnosis,N/A,,,PIH:9332;CIEL:138961;SNOMED CT:20022000;IMO ProblemIT:16011;AMPATH:828,ICD-10-WHO:G81.9;SNOMED CT:50582007,
130578AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,perforación de la membrana timpánica,,Perforation Of Tympanic Membrane,,,Diagnosis,N/A,,,PIH:7600;PIH:Perforation of Tympanic Membrane;CIEL:130578;SNOMED CT:60442001,ICD-10-WHO:H72.9,
a9b348f4-4108-4b60-9af5-be599923ee23,,Herpes simple,,"Herpes simplex, Nos",,,Diagnosis,N/A,,,"PIH:3728;PIH:HERPES SIMPLEX, NOS;CIEL:138706;SNOMED CT:88594005",ICD-10-WHO:B00.9,
3cebb5fe-26fe-102b-80cb-0017a47871b2,,Estomatitis candidiasica,,"Candidiasis, oral",,,Diagnosis,N/A,,,"PIH:5334;PIH:CANDIDIASIS, ORAL;CIEL:5334;SNOMED CT:79740000",ICD-10-WHO:B37.0,
142591AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,fiebre hemorrágica dengue,,Dengue haemorrhagic fever,,,Diagnosis,N/A,,,PIH:7592;PIH:Dengue Haemorrhagic Fever;CIEL:142591;SNOMED CT:20927009,ICD-10-WHO:A91,
118764AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,trastorno de la conducta alimentaria,,Eating Disorder,,,Diagnosis,N/A,,,PIH:7944;PIH:Eating Disorder;CIEL:118764,ICPC2:P29;ICD-10-WHO:F50.9;3BT:10031114;SNOMED CT:72366004,
145063AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Paladar hendido,,Cleft Palate,,,Diagnosis,N/A,,,PIH:8321;CIEL:145063;SNOMED CT:87979003;3BT:10037127;ICPC2:D81,ICD-10-WHO:Q35.9,
152370AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,abuso sexual,,Sexual Abuse,,,Diagnosis,N/A,,,PIH:7931;CIEL:152370,ICD-10-WHO:T74.2;SNOMED CT:213017001;SNOMED CT:225826001,
3ccea66c-26fe-102b-80cb-0017a47871b2,,Otitis externa,,Otitis Externa,,,Diagnosis,N/A,,,PIH:218;PIH:OTITIS EXTERNA,ICD-10-WHO:H60.9,
112264AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,taquipnea transitoria del recién nacido,,Transitory tachypnea of newborn,,,Diagnosis,N/A,,,PIH:9462;CIEL:112264;SNOMED CT:7550008;IMO ProblemIT:14384;ICD-10-WHO:P22.1,,
3cceae50-26fe-102b-80cb-0017a47871b2,,Sífilis,,Syphilis,,,Diagnosis,N/A,,,PIH:223;PIH:SYPHILIS;CIEL:112493;SNOMED CT:76272004,ICD-10-WHO:A53.9;Liberia MoH:13 (STI),
114675AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,osteomielitis,,Osteomyelitis,,,Diagnosis,N/A,,,PIH:7611;PIH:Osteomyelitis;CIEL:114675;SNOMED CT:60168000,ICD-10-WHO:M86.9,
3ccea1bc-26fe-102b-80cb-0017a47871b2,,Ictericia,,Jaundice,,,Diagnosis,N/A,,,PIH:215;PIH:JAUNDICE;CIEL:136443;SNOMED CT:18165001;ICD-10-WHO:R17;ICPC2:D13,,
146515AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,candidiasis de la piel,,Candidiasis of Skin,,,Diagnosis,N/A,,,PIH:7512;PIH:Candidiasis of Skin;CIEL:146515;SNOMED CT:49883006,ICD-10-WHO:B37.2,
3cce8510-26fe-102b-80cb-0017a47871b2,,Gastroenteritis,,Gastroenteritis,GE,,Diagnosis,N/A,,,PIH:197;CIEL:117889;SNOMED CT:25374005,,ICD-10-WHO:K52.9
118890AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,tuberculosis diseminada,,Disseminated tuberculosis,,,Diagnosis,N/A,,,PIH:11153;CIEL:118890;SNOMED CT:182159002;IMO ProblemIT:24891,SNOMED CT:47604008,ICD-10-WHO:A19.9
155884AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Parto por cesárea,,Delivery by cesarean section,,,Diagnosis,N/A,,,PIH:9336;CIEL:155884;SNOMED CT:200146002;IMO ProblemIT:554883;ICD-10-WHO:O82.9;3BT:10089530,,
123790AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Dislocación congénita unilateral de cadera,,Unilateral congenital dislocation of hip,,,Diagnosis,N/A,,,PIH:9658;CIEL:123790;SNOMED CT:33543001;IMO ProblemIT:5654;ICD-10-WHO:Q65.0;3BT:10075014;ICPC2:L82,,
